product_name,date,region,brand,category,sales_quantity,price,original_price,discount_percentage,stock_level,customer_rating,review_count,delivery_days,seller,is_weekend,is_holiday,day_of_week,month,quarter,sales_quantity_lag_1,price_lag_1,sales_quantity_lag_3,price_lag_3,sales_quantity_lag_7,price_lag_7,sales_quantity_rolling_mean_3,price_rolling_mean_3,sales_quantity_rolling_mean_7,price_rolling_mean_7,price_target,sales_target
Детская книга Гарри Поттер Дж. Роулинг,2025-03-03,Уфа,Махаон,Книги,12,889.0,889.0,0.0,379.0,4.6,305.0,5.0,НПО «Воробьева»,False,False,0,3,1,18.0,910.0,47.0,579.5,50.0,875.0,13.666666666666666,771.3333333333334,21.0,743.3571428571429,840.0,77.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-03,Челябинск,Махаон,Книги,8,980.0,980.0,0.0,283.0,4.7,713.0,5.0,"АО «Зыкова, Назарова и Кулакова»",False,False,0,3,1,12.0,889.0,11.0,515.0,21.0,800.0,12.666666666666666,926.3333333333334,19.142857142857142,769.0714285714286,940.0,90.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-04,Москва,Махаон,Книги,27,990.0,990.0,0.0,129.0,5.0,731.0,5.0,Норникель,False,False,1,3,1,8.0,980.0,18.0,910.0,21.0,610.0,15.666666666666666,953.0,20.0,823.3571428571429,980.0,80.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-04,Самара,Махаон,Книги,10,780.0,780.0,0.0,128.0,4.8,412.0,1.0,РАО «Артемьева-Юдина»,False,False,1,3,1,27.0,990.0,12.0,889.0,17.0,900.0,15.0,916.6666666666666,19.0,806.2142857142857,899.0,98.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-04,Санкт-Петербург,Махаон,Книги,14,1025.0,1025.0,0.0,266.0,4.8,292.0,2.0,ОАО «Комиссарова»,False,False,1,3,1,10.0,780.0,8.0,980.0,47.0,579.5,17.0,931.6666666666666,14.285714285714286,869.8571428571429,912.0,108.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-04,Уфа,Махаон,Книги,7,910.0,910.0,0.0,230.0,4.9,573.0,3.0,НПО «Кошелев»,False,False,1,3,1,14.0,1025.0,27.0,990.0,11.0,515.0,10.333333333333334,905.0,13.714285714285714,926.2857142857143,805.0,108.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-04,Челябинск,Махаон,Книги,5,765.0,765.0,0.0,262.0,5.0,341.0,2.0,АО «Евдокимов-Овчинникова»,False,False,1,3,1,7.0,910.0,10.0,780.0,18.0,910.0,8.666666666666666,900.0,11.857142857142858,905.5714285714286,915.0,122.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-05,Казань,Махаон,Книги,6,840.0,840.0,0.0,467.0,4.9,374.0,7.0,РАО «Большаков Кириллова»,False,False,2,3,1,5.0,765.0,14.0,1025.0,12.0,889.0,6.0,838.3333333333334,11.0,898.5714285714286,1039.0,122.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-05,Москва,Махаон,Книги,21,940.0,940.0,0.0,498.0,5.0,712.0,3.0,"ИП «Яковлев, Давыдов и Коновалова»",False,False,2,3,1,6.0,840.0,7.0,910.0,8.0,980.0,10.666666666666666,848.3333333333334,12.857142857142858,892.8571428571429,610.0,128.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-05,Новосибирск,Махаон,Книги,17,980.0,980.0,0.0,455.0,4.8,396.0,5.0,ООО «Тимофеева Ильин»,False,False,2,3,1,21.0,940.0,5.0,765.0,27.0,990.0,14.666666666666666,920.0,11.428571428571429,891.4285714285714,869.5,149.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-05,Санкт-Петербург,Махаон,Книги,28,899.0,899.0,0.0,306.0,5.0,265.0,3.0,Дорофеева Инк,False,False,2,3,1,17.0,980.0,6.0,840.0,10.0,780.0,22.0,939.6666666666666,14.0,908.4285714285714,809.0,131.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-05,Уфа,Махаон,Книги,24,912.0,912.0,0.0,209.0,4.6,434.0,4.5,РАО «Воронцова Миронова»,False,False,2,3,1,28.0,899.0,21.0,940.0,14.0,1025.0,23.0,930.3333333333334,15.428571428571429,892.2857142857143,830.0,139.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-06,Екатеринбург,Махаон,Книги,7,805.0,805.0,0.0,29.0,5.0,420.0,5.0,РАО «Моисеев»,False,False,3,3,1,24.0,912.0,17.0,980.0,7.0,910.0,19.666666666666668,872.0,15.428571428571429,877.2857142857143,605.0,160.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-06,Москва,Махаон,Книги,19,915.0,915.0,0.0,425.0,4.6,321.0,3.0,РусВинил,False,False,3,3,1,7.0,805.0,28.0,899.0,5.0,765.0,16.666666666666668,877.3333333333334,17.428571428571427,898.7142857142857,785.0,165.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-06,Ростов-на-Дону,Махаон,Книги,6,1039.0,1039.0,0.0,135.0,4.8,417.0,3.0,Морской терминал Тамань,False,False,3,3,1,19.0,915.0,24.0,912.0,6.0,840.0,10.666666666666666,919.6666666666666,17.428571428571427,927.1428571428571,820.0,217.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-06,Санкт-Петербург,Махаон,Книги,27,610.0,850.0,28.0,204.0,4.6,566.0,5.0,Архипов Групп,False,False,3,3,1,6.0,1039.0,7.0,805.0,21.0,940.0,17.333333333333332,854.6666666666666,18.285714285714285,880.0,910.0,210.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-07,Москва,Махаон,Книги,38,869.5,869.5,0.0,259.0,4.8,404.0,4.0,НПО «Ильина-Кириллова»,False,False,4,3,1,27.0,610.0,19.0,915.0,17.0,980.0,23.666666666666668,839.5,21.285714285714285,864.2142857142857,910.0,190.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-07,Новосибирск,Махаон,Книги,10,809.0,809.0,0.0,166.0,4.9,722.0,5.0,"ООО «Устинова, Аксенов и Боброва»",False,False,4,3,1,38.0,869.5,6.0,1039.0,28.0,899.0,25.0,762.8333333333334,18.714285714285715,851.3571428571429,1010.0,189.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-08,Нижний Новгород,Махаон,Книги,32,830.0,830.0,0.0,200.0,4.6,248.0,7.0,"НПО «Зуева, Лебедева и Журавлева»",True,True,5,3,1,10.0,809.0,27.0,610.0,24.0,912.0,26.666666666666668,836.1666666666666,19.857142857142858,839.6428571428571,800.0,188.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-08,Уфа,Махаон,Книги,28,605.0,949.0,36.0,199.0,4.9,333.0,3.0,НПО «Гуляева»,True,True,5,3,1,32.0,830.0,38.0,869.5,7.0,805.0,23.333333333333332,748.0,22.857142857142858,811.0714285714286,780.0,173.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-09,Екатеринбург,Махаон,Книги,24,785.0,785.0,0.0,385.0,4.8,315.0,3.0,ИП «Моисеева-Носова»,True,False,6,3,1,28.0,605.0,10.0,809.0,19.0,915.0,28.0,740.0,23.571428571428573,792.5,785.0,156.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-09,Москва,Махаон,Книги,58,820.0,957.0,14.0,313.0,4.9,302.5,3.5,Кулакова Групп,True,False,6,3,1,24.0,785.0,32.0,830.0,6.0,1039.0,36.666666666666664,736.6666666666666,31.0,761.2142857142857,799.0,121.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-09,Новосибирск,Махаон,Книги,20,910.0,910.0,0.0,385.0,4.7,706.0,3.0,Мишлен (Michelin),True,False,6,3,1,58.0,820.0,28.0,605.0,27.0,610.0,34.0,838.3333333333334,30.0,804.0714285714286,975.0,106.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-09,Челябинск,Махаон,Книги,18,910.0,910.0,0.0,235.0,4.6,331.0,1.0,РАО «Мамонтова-Гришин»,True,False,6,3,1,20.0,910.0,24.0,785.0,38.0,869.5,32.0,880.0,27.142857142857142,809.8571428571429,759.0,96.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-10,Екатеринбург,Махаон,Книги,9,1010.0,1010.0,0.0,494.0,5.0,622.0,2.0,ОАО «Кулакова»,False,False,0,3,1,18.0,910.0,58.0,820.0,10.0,809.0,15.666666666666666,943.3333333333334,27.0,838.5714285714286,519.0,111.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-10,Москва,Махаон,Книги,31,800.0,800.0,0.0,181.0,5.0,325.0,2.0,Сорокина Групп,False,False,0,3,1,9.0,1010.0,20.0,910.0,32.0,830.0,19.333333333333332,906.6666666666666,26.857142857142858,834.2857142857143,909.0,86.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-10,Челябинск,Махаон,Книги,13,780.0,780.0,0.0,186.0,4.9,582.0,3.0,Группа Ренессанс Страхование,False,False,0,3,1,31.0,800.0,18.0,910.0,28.0,605.0,17.666666666666668,863.3333333333334,24.714285714285715,859.2857142857143,670.0,84.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-11,Казань,Махаон,Книги,7,785.0,785.0,0.0,487.0,4.6,281.0,3.0,ОАО «Красильникова»,False,False,1,3,1,13.0,780.0,9.0,1010.0,24.0,785.0,17.0,788.3333333333334,22.285714285714285,859.2857142857143,835.0,103.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-11,Москва,Махаон,Книги,23,799.0,799.0,0.0,429.0,4.6,567.0,1.0,НПО «Дементьева Кононов»,False,False,1,3,1,7.0,785.0,31.0,800.0,58.0,820.0,14.333333333333334,788.0,17.285714285714285,856.2857142857143,789.0,85.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-11,Ростов-на-Дону,Махаон,Книги,5,975.0,975.0,0.0,412.0,5.0,625.0,3.0,ВЭБ.РФ,False,False,1,3,1,23.0,799.0,13.0,780.0,20.0,910.0,11.666666666666666,853.0,15.142857142857142,865.5714285714286,867.5,99.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-11,Самара,Махаон,Книги,8,759.0,759.0,0.0,420.0,5.0,515.0,5.0,"РАО «Ковалев, Сысоев и Абрамова»",False,False,1,3,1,5.0,975.0,7.0,785.0,18.0,910.0,12.0,844.3333333333334,13.714285714285714,844.0,850.0,103.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-11,Санкт-Петербург,Махаон,Книги,24,519.0,849.0,39.0,440.0,4.7,414.0,5.0,ООО «Щукин Дорофеева»,False,False,1,3,1,8.0,759.0,23.0,799.0,9.0,1010.0,12.333333333333334,751.0,15.857142857142858,773.8571428571429,825.0,97.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-11,Уфа,Махаон,Книги,6,909.0,909.0,0.0,220.0,5.0,673.0,2.0,ОАО «Савин Игнатьев»,False,False,1,3,1,24.0,519.0,5.0,975.0,31.0,800.0,12.666666666666666,729.0,12.285714285714286,789.4285714285714,944.0,176.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-13,Нижний Новгород,Махаон,Книги,11,670.0,790.0,14.0,340.0,5.0,353.0,2.0,АО «Белов»,False,False,3,3,1,6.0,909.0,8.0,759.0,13.0,780.0,13.666666666666666,699.3333333333334,12.0,773.7142857142857,930.0,187.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-13,Санкт-Петербург,Махаон,Книги,26,835.0,835.0,0.0,309.0,4.8,646.0,3.0,ЗАО «Королева Александров»,False,False,3,3,1,11.0,670.0,24.0,519.0,7.0,785.0,14.333333333333334,804.6666666666666,14.714285714285714,780.8571428571429,1010.0,190.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-13,Уфа,Махаон,Книги,5,789.0,789.0,0.0,126.0,5.0,456.0,3.0,Госкорпорация по ОрВД,False,False,3,3,1,26.0,835.0,6.0,909.0,23.0,799.0,14.0,764.6666666666666,12.142857142857142,779.4285714285714,929.0,196.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-14,Новосибирск,Махаон,Книги,19,867.5,867.5,0.0,141.0,4.85,418.0,4.5,Щукина Инк,False,False,4,3,1,5.0,789.0,11.0,670.0,5.0,975.0,16.666666666666668,830.5,14.142857142857142,764.0714285714286,980.0,190.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-14,Самара,Махаон,Книги,12,850.0,850.0,0.0,421.0,4.9,404.0,5.0,Макдоналдc (McDonald`s),False,False,4,3,1,19.0,867.5,26.0,835.0,8.0,759.0,12.0,835.5,14.714285714285714,777.0714285714286,1039.0,186.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-14,Санкт-Петербург,Махаон,Книги,18,825.0,825.0,0.0,357.0,5.0,302.0,2.0,Шилова Инкорпорэйтед,False,False,4,3,1,12.0,850.0,5.0,789.0,24.0,519.0,16.333333333333332,847.5,13.857142857142858,820.7857142857143,957.0,206.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-15,Москва,Махаон,Книги,85,944.0,944.0,0.0,102.5,4.95,480.5,1.5,"РАО «Алексеев, Сидорова и Вишнякова»",True,False,5,3,1,18.0,825.0,19.0,867.5,6.0,909.0,38.333333333333336,873.0,25.142857142857142,825.7857142857143,635.0,138.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-15,Челябинск,Махаон,Книги,22,930.0,930.0,0.0,472.0,5.0,274.0,1.0,ООО «Носкова Михайлова»,True,False,5,3,1,85.0,944.0,12.0,850.0,11.0,670.0,41.666666666666664,899.6666666666666,26.714285714285715,862.9285714285714,795.0,126.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-16,Новосибирск,Махаон,Книги,29,1010.0,1010.0,0.0,35.0,4.6,656.0,2.0,ОАО «Ефремова»,True,False,6,3,1,22.0,930.0,18.0,825.0,26.0,835.0,45.333333333333336,961.3333333333334,27.142857142857142,887.9285714285714,920.0,118.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-16,Самара,Махаон,Книги,11,929.0,929.0,0.0,190.0,4.8,713.0,3.0,РАО «Беспалова-Цветкова»,True,False,6,3,1,29.0,1010.0,85.0,944.0,5.0,789.0,20.666666666666668,956.3333333333334,28.0,907.9285714285714,687.0,130.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-17,Екатеринбург,Махаон,Книги,13,980.0,980.0,0.0,280.0,4.8,627.0,2.0,АО «Лихачев Моисеева»,False,False,0,3,1,11.0,929.0,22.0,930.0,19.0,867.5,17.666666666666668,973.0,27.142857142857142,924.0,1010.0,132.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-17,Казань,Махаон,Книги,8,1039.0,1039.0,0.0,181.0,4.7,463.0,3.0,Нефтьмагистраль,False,False,0,3,1,13.0,980.0,29.0,1010.0,12.0,850.0,10.666666666666666,982.6666666666666,26.571428571428573,951.0,930.0,135.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-17,Москва,Махаон,Книги,38,957.0,957.0,0.0,361.5,4.95,493.5,2.5,Савельева Лимитед,False,False,0,3,1,8.0,1039.0,11.0,929.0,18.0,825.0,19.666666666666668,992.0,29.428571428571427,969.8571428571429,882.5,136.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-17,Нижний Новгород,Махаон,Книги,17,635.0,900.0,29.0,175.0,4.6,290.0,3.0,"РАО «Казакова, Воронцов и Денисова»",False,False,0,3,1,38.0,957.0,13.0,980.0,85.0,944.0,21.0,877.0,19.714285714285715,925.7142857142857,790.0,125.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-17,Уфа,Махаон,Книги,10,795.0,795.0,0.0,335.0,5.0,436.0,5.0,ООО «Воронцов»,False,False,0,3,1,17.0,635.0,8.0,1039.0,22.0,930.0,21.666666666666668,795.6666666666666,18.0,906.4285714285714,849.0,128.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-18,Екатеринбург,Махаон,Книги,21,920.0,920.0,0.0,200.0,4.8,512.0,7.0,"ОАО «Брагина, Зуев и Воронцов»",False,False,1,3,1,10.0,795.0,38.0,957.0,29.0,1010.0,16.0,783.3333333333334,16.857142857142858,893.5714285714286,1020.0,122.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-18,Казань,Махаон,Книги,23,687.0,850.0,20.0,260.0,4.8,365.0,3.0,ИП «Гуляева»,False,False,1,3,1,21.0,920.0,17.0,635.0,11.0,929.0,18.0,800.6666666666666,18.571428571428573,859.0,878.75,154.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-18,Новосибирск,Махаон,Книги,15,1010.0,1010.0,0.0,484.0,5.0,572.0,2.0,ИП «Игнатова»,False,False,1,3,1,23.0,687.0,10.0,795.0,13.0,980.0,19.666666666666668,872.3333333333334,18.857142857142858,863.2857142857143,840.0,159.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-18,Уфа,Махаон,Книги,11,930.0,930.0,0.0,180.0,5.0,565.0,5.0,ЗАО «Тарасова-Лихачева»,False,False,1,3,1,15.0,1010.0,21.0,920.0,8.0,1039.0,16.333333333333332,875.6666666666666,19.285714285714285,847.7142857142857,1010.0,159.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-19,Екатеринбург,Махаон,Книги,39,882.5,882.5,0.0,305.5,5.0,319.0,5.0,"ЗАО «Архипова, Фокин и Павлова»",False,False,2,3,1,11.0,930.0,23.0,687.0,38.0,957.0,21.666666666666668,940.8333333333334,19.428571428571427,837.0714285714286,469.0,127.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-19,Уфа,Махаон,Книги,6,790.0,790.0,0.0,281.0,4.6,453.0,1.0,НПО «Евсеева Морозов»,False,False,2,3,1,39.0,882.5,15.0,1010.0,17.0,635.0,18.666666666666668,867.5,17.857142857142858,859.2142857142857,909.0,134.0
Детская книга Гарри Поттер Дж. Роулинг,2025-03-19,Челябинск,Махаон,Книги,13,849.0,849.0,0.0,332.0,4.8,353.0,2.0,ЗАО «Уварова»,False,False,2,3,1,6.0,790.0,11.0,930.0,10.0,795.0,19.333333333333332,840.5,18.285714285714285,866.9285714285714,835.0,130.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-01,Екатеринбург,Эксмо,Книги,11,455.0,455.0,0.0,22.0,4.5,543.0,2.0,"ОАО «Орлов, Шилов и Белозеров»",True,False,5,3,1,,,,,,,,,,,445.0,156.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-01,Казань,Эксмо,Книги,13,450.0,450.0,0.0,67.0,5.0,443.0,3.0,РАО «Петухов»,True,False,5,3,1,11.0,455.0,,,,,,,,,450.0,183.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-01,Москва,Эксмо,Книги,36,565.0,565.0,0.0,353.0,5.0,250.0,5.0,Меркушева Инкорпорэйтед,True,False,5,3,1,13.0,450.0,,,,,20.0,490.0,,,429.0,175.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-01,Нижний Новгород,Эксмо,Книги,28,500.0,500.0,0.0,446.0,4.75,521.5,1.0,ООО «Кононов Комиссарова»,True,False,5,3,1,36.0,565.0,11.0,455.0,,,25.666666666666668,505.0,,,565.0,154.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-01,Новосибирск,Эксмо,Книги,14,420.0,420.0,0.0,502.0,4.9,384.0,2.0,Гришина Инк,True,False,5,3,1,28.0,500.0,13.0,450.0,,,26.0,495.0,,,400.0,161.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-01,Уфа,Эксмо,Книги,19,510.0,510.0,0.0,432.0,4.8,468.0,1.0,Самойлова Инкорпорэйтед,True,False,5,3,1,14.0,420.0,36.0,565.0,,,20.333333333333332,476.6666666666667,,,499.0,158.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-02,Екатеринбург,Эксмо,Книги,27,460.0,460.0,0.0,127.0,4.5,326.0,2.0,"ИП «Гришин, Гаврилов и Пахомова»",True,False,6,3,1,19.0,510.0,28.0,500.0,,,20.0,463.3333333333333,21.142857142857142,480.0,539.5,162.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-02,Казань,Эксмо,Книги,19,445.0,445.0,0.0,374.0,4.6,371.0,2.0,ИП «Тетерина-Михеева»,True,False,6,3,1,27.0,460.0,14.0,420.0,11.0,455.0,21.666666666666668,471.6666666666667,22.285714285714285,478.57142857142856,420.0,150.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-02,Москва,Эксмо,Книги,40,450.0,450.0,0.0,217.0,4.8,251.0,5.0,Владимирова Инкорпорэйтед,True,False,6,3,1,19.0,445.0,19.0,510.0,13.0,450.0,28.666666666666668,451.6666666666667,26.142857142857142,478.57142857142856,525.0,131.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-03,Москва,Эксмо,Книги,28,429.0,429.0,0.0,491.0,5.0,533.0,7.0,ЗАО «Чернов-Фомина»,False,False,0,3,1,40.0,450.0,27.0,460.0,36.0,565.0,29.0,441.3333333333333,25.0,459.14285714285717,455.0,112.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-03,Самара,Эксмо,Книги,7,565.0,565.0,0.0,362.0,4.6,625.0,2.0,Уралкалий,False,False,0,3,1,28.0,429.0,19.0,445.0,28.0,500.0,25.0,481.3333333333333,22.0,468.42857142857144,560.0,113.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-03,Санкт-Петербург,Эксмо,Книги,21,400.0,400.0,0.0,102.0,5.0,675.0,3.0,ОАО «Ефимов Галкина»,False,False,0,3,1,7.0,565.0,40.0,450.0,14.0,420.0,18.666666666666668,464.6666666666667,23.0,465.57142857142856,490.0,103.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-04,Казань,Эксмо,Книги,16,499.0,499.0,0.0,220.0,4.6,327.0,3.0,Стройтранснефтегаз,False,False,1,3,1,21.0,400.0,28.0,429.0,19.0,510.0,14.666666666666666,488.0,22.571428571428573,464.0,390.0,105.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-04,Москва,Эксмо,Книги,31,539.5,539.5,0.0,192.5,4.800000000000001,615.5,4.0,Скания-Русь (Scania),False,False,1,3,1,16.0,499.0,7.0,565.0,27.0,460.0,22.666666666666668,479.5,23.142857142857142,475.35714285714283,585.0,81.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-04,Новосибирск,Эксмо,Книги,7,420.0,420.0,0.0,389.0,5.0,633.0,7.0,Билла (Rewe),False,False,1,3,1,31.0,539.5,21.0,400.0,19.0,445.0,18.0,486.1666666666667,21.428571428571427,471.7857142857143,495.0,86.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-04,Санкт-Петербург,Эксмо,Книги,21,525.0,525.0,0.0,236.0,4.7,312.0,2.0,Большаков Лтд,False,False,1,3,1,7.0,420.0,16.0,499.0,40.0,450.0,19.666666666666668,494.8333333333333,18.714285714285715,482.5,427.5,115.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-04,Челябинск,Эксмо,Книги,9,455.0,455.0,0.0,484.0,4.7,407.0,5.0,НПО «Емельянов Борисов»,False,False,1,3,1,21.0,525.0,31.0,539.5,28.0,429.0,12.333333333333334,466.6666666666667,16.0,486.2142857142857,500.0,112.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-05,Казань,Эксмо,Книги,8,560.0,560.0,0.0,173.0,4.9,379.0,5.0,"НПО «Лобанова, Власов и Власов»",False,False,2,3,1,9.0,455.0,7.0,420.0,7.0,565.0,12.666666666666666,513.3333333333334,16.142857142857142,485.5,374.5,133.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-05,Нижний Новгород,Эксмо,Книги,11,490.0,490.0,0.0,309.0,5.0,391.0,2.0,"ООО «Волкова, Калинин и Журавлева»",False,False,2,3,1,8.0,560.0,21.0,525.0,21.0,400.0,9.333333333333334,501.6666666666667,14.714285714285714,498.35714285714283,409.0,170.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-05,Новосибирск,Эксмо,Книги,18,390.0,390.0,0.0,117.0,4.6,292.0,7.0,ЗАО «Наумов»,False,False,2,3,1,11.0,490.0,9.0,455.0,16.0,499.0,12.333333333333334,480.0,15.0,482.7857142857143,550.0,215.0
Детская книга Маленький принц А. де Сент-Экзюпери,2025-03-05,Самара,Эксмо,Книги,7,585.0,585.0,0.0,154.0,4.9,328.0,1.0,Группа Магнезит,False,False,2,3,1,18.0,390.0,8.0,560.0,31.0,539.5,12.0,488.3333333333333,11.571428571428571,489.2857142857143,450.0,244.0
